site,data_type,trend,h
Site_1100,min_level,decreasing,True
Site_1101,avg_level,decreasing,True
Site_1101,min_level,decreasing,True
Site_1102,avg_level,decreasing,True
Site_1102,min_level,decreasing,True
Site_1103,avg_level,decreasing,True
Site_1103,min_level,decreasing,True
Site_1104,avg_level,decreasing,True
Site_1104,min_level,decreasing,True
Site_1105,avg_level,decreasing,True
Site_1105,min_level,decreasing,True
Site_1106,avg_level,decreasing,True
Site_1106,min_level,decreasing,True
Site_1107,avg_level,decreasing,True
Site_1107,min_level,decreasing,True
Site_1108,avg_level,decreasing,True
Site_1108,min_level,decreasing,True
Site_1109,avg_level,decreasing,True
Site_1109,min_level,decreasing,True
Site_1110,avg_level,decreasing,True
Site_1110,min_level,decreasing,True
Site_1111,avg_level,decreasing,True
Site_1111,min_level,decreasing,True
Site_1112,avg_level,decreasing,True
Site_1112,min_level,decreasing,True
Site_1113,avg_level,decreasing,True
Site_1113,min_level,decreasing,True
Site_1114,avg_level,decreasing,True
Site_1114,min_level,decreasing,True
Site_1115,avg_level,decreasing,True
Site_1115,min_level,decreasing,True
Site_1116,avg_level,decreasing,True
Site_1116,min_level,decreasing,True
Site_1117,avg_level,decreasing,True
Site_1117,min_level,decreasing,True
Site_1118,avg_level,decreasing,True
Site_1118,min_level,decreasing,True
Site_1119,avg_level,decreasing,True
Site_1119,min_level,decreasing,True
Site_1120,avg_level,decreasing,True
Site_1120,min_level,decreasing,True
Site_1121,avg_level,decreasing,True
Site_1121,min_level,decreasing,True
Site_1122,avg_level,decreasing,True
Site_1122,min_level,decreasing,True
Site_1123,avg_level,decreasing,True
Site_1123,min_level,decreasing,True
Site_1124,avg_level,decreasing,True
Site_1124,min_level,decreasing,True
Site_1125,avg_level,decreasing,True
Site_1125,min_level,decreasing,True
Site_1126,avg_level,decreasing,True
Site_1126,min_level,decreasing,True
Site_1127,avg_level,decreasing,True
Site_1127,min_level,decreasing,True
Site_1128,avg_level,decreasing,True
Site_1128,min_level,decreasing,True
Site_1129,avg_level,decreasing,True
Site_1129,min_level,decreasing,True
Site_1130,avg_level,decreasing,True
Site_1130,min_level,decreasing,True
Site_1131,avg_level,decreasing,True
Site_1131,min_level,decreasing,True
Site_1132,avg_level,decreasing,True
Site_1132,min_level,decreasing,True
Site_1133,avg_level,decreasing,True
Site_1133,min_level,decreasing,True
Site_1134,avg_level,decreasing,True
Site_1134,min_level,decreasing,True
Site_1135,avg_level,decreasing,True
Site_1135,min_level,decreasing,True
Site_1136,avg_level,decreasing,True
Site_1136,min_level,decreasing,True
Site_1137,avg_level,decreasing,True
Site_1137,min_level,decreasing,True
Site_1138,avg_level,decreasing,True
Site_1138,min_level,decreasing,True
Site_1139,avg_level,decreasing,True
Site_1139,min_level,decreasing,True
Site_1140,avg_level,decreasing,True
Site_1140,min_level,decreasing,True
Site_1141,avg_level,decreasing,True
Site_1141,min_level,decreasing,True
Site_1142,avg_level,decreasing,True
Site_1142,min_level,decreasing,True
Site_1143,avg_level,decreasing,True
Site_1143,min_level,decreasing,True
Site_1144,avg_level,decreasing,True
Site_1144,min_level,decreasing,True
Site_1145,avg_level,decreasing,True
Site_1145,min_level,decreasing,True
Site_1146,avg_level,decreasing,True
Site_1146,min_level,decreasing,True
Site_1147,avg_level,decreasing,True
Site_1147,min_level,decreasing,True
Site_1148,avg_level,decreasing,True
Site_1148,min_level,decreasing,True
Site_1149,avg_level,decreasing,True
Site_1149,min_level,decreasing,True
Site_1150,avg_level,decreasing,True
Site_1150,min_level,decreasing,True
Site_1151,avg_level,decreasing,True
Site_1151,min_level,decreasing,True
Site_1152,avg_level,decreasing,True
Site_1152,min_level,decreasing,True
Site_1153,avg_level,decreasing,True
Site_1153,min_level,decreasing,True
Site_1154,avg_level,decreasing,True
Site_1154,min_level,decreasing,True
Site_1155,avg_level,decreasing,True
Site_1155,min_level,decreasing,True
Site_1156,avg_level,decreasing,True
Site_1156,min_level,decreasing,True
Site_1157,avg_level,decreasing,True
Site_1157,min_level,decreasing,True
Site_1158,avg_level,decreasing,True
Site_1158,min_level,decreasing,True
Site_1159,avg_level,decreasing,True
Site_1159,min_level,decreasing,True
Site_1160,avg_level,decreasing,True
Site_1160,min_level,decreasing,True
Site_1161,avg_level,decreasing,True
Site_1161,min_level,decreasing,True
Site_1162,avg_level,decreasing,True
Site_1162,min_level,decreasing,True
Site_1163,avg_level,decreasing,True
Site_1163,min_level,decreasing,True
Site_1164,avg_level,decreasing,True
Site_1164,min_level,decreasing,True
Site_1165,avg_level,decreasing,True
Site_1165,min_level,decreasing,True
Site_1166,avg_level,decreasing,True
Site_1166,min_level,decreasing,True
Site_1167,avg_level,decreasing,True
Site_1167,min_level,decreasing,True
Site_1168,avg_level,decreasing,True
Site_1168,min_level,decreasing,True
Site_1169,avg_level,decreasing,True
Site_1169,min_level,decreasing,True
Site_1170,avg_level,decreasing,True
Site_1170,min_level,decreasing,True
Site_1171,avg_level,decreasing,True
Site_1171,min_level,decreasing,True
Site_1172,avg_level,decreasing,True
Site_1172,min_level,decreasing,True
Site_1173,avg_level,decreasing,True
Site_1173,min_level,decreasing,True
Site_1174,avg_level,decreasing,True
Site_1174,min_level,decreasing,True
Site_1175,avg_level,decreasing,True
Site_1175,min_level,decreasing,True
Site_1176,avg_level,decreasing,True
Site_1176,min_level,decreasing,True
Site_1177,avg_level,decreasing,True
Site_1177,min_level,decreasing,True
Site_1178,avg_level,decreasing,True
Site_1178,min_level,decreasing,True
Site_1179,avg_level,decreasing,True
Site_1179,min_level,decreasing,True
Site_1180,avg_level,decreasing,True
Site_1180,min_level,decreasing,True
Site_1181,avg_level,decreasing,True
Site_1181,min_level,decreasing,True
Site_1182,avg_level,decreasing,True
Site_1182,min_level,decreasing,True
Site_1183,avg_level,decreasing,True
Site_1183,min_level,decreasing,True
Site_1184,avg_level,decreasing,True
Site_1184,min_level,decreasing,True
Site_1185,avg_level,decreasing,True
Site_1185,min_level,decreasing,True
Site_1186,avg_level,decreasing,True
Site_1186,min_level,decreasing,True
Site_1187,avg_level,decreasing,True
Site_1187,min_level,decreasing,True
Site_1188,avg_level,decreasing,True
Site_1188,min_level,decreasing,True
Site_1189,avg_level,decreasing,True
Site_1189,min_level,decreasing,True
Site_1190,avg_level,decreasing,True
Site_1190,min_level,decreasing,True
Site_1191,avg_level,decreasing,True
Site_1191,min_level,decreasing,True
Site_1192,avg_level,decreasing,True
Site_1192,min_level,decreasing,True
Site_1193,avg_level,decreasing,True
Site_1193,min_level,decreasing,True
Site_1194,avg_level,decreasing,True
Site_1194,min_level,decreasing,True
Site_1195,avg_level,decreasing,True
Site_1195,min_level,decreasing,True
Site_1196,avg_level,decreasing,True
Site_1196,min_level,decreasing,True
Site_1197,avg_level,decreasing,True
Site_1197,min_level,decreasing,True
Site_1198,avg_level,decreasing,True
Site_1198,min_level,decreasing,True
Site_1199,avg_level,decreasing,True
Site_1199,min_level,decreasing,True
Site_1200,avg_level,decreasing,True
Site_1200,min_level,decreasing,True
Site_1201,avg_level,decreasing,True
Site_1201,min_level,decreasing,True
Site_1202,avg_level,decreasing,True
Site_1202,min_level,decreasing,True
Site_1203,avg_level,decreasing,True
Site_1203,min_level,decreasing,True
Site_1204,avg_level,decreasing,True
Site_1204,min_level,decreasing,True
Site_1205,avg_level,decreasing,True
Site_1205,min_level,decreasing,True
Site_1206,avg_level,decreasing,True
Site_1206,min_level,decreasing,True
Site_1207,avg_level,decreasing,True
Site_1207,min_level,decreasing,True
Site_1208,avg_level,decreasing,True
Site_1208,min_level,decreasing,True
Site_1209,avg_level,decreasing,True
Site_1209,min_level,decreasing,True
Site_1210,avg_level,decreasing,True
Site_1210,min_level,decreasing,True
Site_1211,avg_level,decreasing,True
Site_1211,min_level,decreasing,True
Site_1212,avg_level,decreasing,True
Site_1212,min_level,decreasing,True
Site_1213,avg_level,decreasing,True
Site_1213,min_level,decreasing,True
Site_1214,avg_level,decreasing,True
Site_1214,min_level,decreasing,True
Site_1215,avg_level,decreasing,True
Site_1215,min_level,decreasing,True
Site_1216,avg_level,decreasing,True
Site_1216,min_level,decreasing,True
Site_1217,avg_level,decreasing,True
Site_1217,min_level,decreasing,True
Site_1218,avg_level,decreasing,True
Site_1218,min_level,decreasing,True
Site_1219,avg_level,decreasing,True
Site_1219,min_level,decreasing,True
Site_1220,avg_level,decreasing,True
Site_1220,min_level,decreasing,True
Site_1221,avg_level,decreasing,True
Site_1221,min_level,decreasing,True
Site_1222,avg_level,decreasing,True
Site_1222,min_level,decreasing,True
Site_1223,avg_level,decreasing,True
Site_1223,min_level,decreasing,True
Site_1224,avg_level,decreasing,True
Site_1224,min_level,decreasing,True
Site_1225,avg_level,decreasing,True
Site_1225,min_level,decreasing,True
Site_1226,avg_level,decreasing,True
Site_1226,min_level,decreasing,True
Site_1227,avg_level,decreasing,True
Site_1227,min_level,decreasing,True
Site_1228,avg_level,decreasing,True
Site_1228,min_level,decreasing,True
Site_1229,avg_level,decreasing,True
Site_1229,min_level,decreasing,True
Site_1230,avg_level,decreasing,True
Site_1230,min_level,decreasing,True
Site_1231,avg_level,decreasing,True
Site_1231,min_level,decreasing,True
Site_1232,avg_level,decreasing,True
Site_1232,min_level,decreasing,True
Site_1233,avg_level,decreasing,True
Site_1233,min_level,decreasing,True
Site_1234,avg_level,decreasing,True
Site_1234,min_level,decreasing,True
Site_1235,avg_level,decreasing,True
Site_1235,min_level,decreasing,True
Site_1236,avg_level,decreasing,True
Site_1236,min_level,decreasing,True
Site_1237,avg_level,decreasing,True
Site_1237,min_level,decreasing,True
Site_1238,avg_level,decreasing,True
Site_1238,min_level,decreasing,True
Site_1239,avg_level,decreasing,True
Site_1239,min_level,decreasing,True
Site_1240,avg_level,decreasing,True
Site_1240,min_level,decreasing,True
Site_1241,avg_level,decreasing,True
Site_1241,min_level,decreasing,True
Site_1242,avg_level,decreasing,True
Site_1242,min_level,decreasing,True
Site_1243,avg_level,decreasing,True
Site_1243,min_level,decreasing,True
Site_1244,avg_level,decreasing,True
Site_1244,min_level,decreasing,True
Site_1245,avg_level,decreasing,True
Site_1245,min_level,decreasing,True
Site_1246,avg_level,decreasing,True
Site_1246,min_level,decreasing,True
Site_1247,avg_level,decreasing,True
Site_1247,min_level,decreasing,True
Site_1248,avg_level,decreasing,True
Site_1248,min_level,decreasing,True
Site_1249,avg_level,decreasing,True
Site_1249,min_level,decreasing,True
Site_1250,avg_level,decreasing,True
Site_1250,min_level,decreasing,True
Site_1251,avg_level,decreasing,True
Site_1251,min_level,decreasing,True
Site_1252,avg_level,decreasing,True
Site_1252,min_level,decreasing,True
Site_1253,avg_level,decreasing,True
Site_1253,min_level,decreasing,True
Site_1254,avg_level,decreasing,True
Site_1254,min_level,decreasing,True
Site_1255,avg_level,decreasing,True
Site_1255,min_level,decreasing,True
Site_1256,avg_level,decreasing,True
Site_1256,min_level,decreasing,True
Site_1257,avg_level,decreasing,True
Site_1257,min_level,decreasing,True
Site_1258,avg_level,decreasing,True
Site_1258,min_level,decreasing,True
Site_1259,avg_level,decreasing,True
Site_1259,min_level,decreasing,True
Site_1260,avg_level,decreasing,True
Site_1260,min_level,decreasing,True
Site_1261,avg_level,decreasing,True
Site_1261,min_level,decreasing,True
Site_1262,avg_level,decreasing,True
Site_1262,min_level,decreasing,True
Site_1263,avg_level,decreasing,True
Site_1263,min_level,decreasing,True
Site_1264,avg_level,decreasing,True
Site_1264,min_level,decreasing,True
Site_1265,avg_level,decreasing,True
Site_1265,min_level,decreasing,True
Site_1266,avg_level,decreasing,True
Site_1266,min_level,decreasing,True
Site_1267,avg_level,decreasing,True
Site_1267,min_level,decreasing,True
Site_1268,avg_level,decreasing,True
Site_1268,min_level,decreasing,True
Site_1269,avg_level,decreasing,True
Site_1269,min_level,decreasing,True
Site_1270,avg_level,decreasing,True
Site_1270,min_level,decreasing,True
Site_1271,avg_level,decreasing,True
Site_1271,min_level,decreasing,True
Site_1272,avg_level,decreasing,True
Site_1272,min_level,decreasing,True
Site_1273,avg_level,decreasing,True
Site_1273,min_level,decreasing,True
Site_1274,avg_level,decreasing,True
Site_1274,min_level,decreasing,True
Site_1275,avg_level,decreasing,True
Site_1275,min_level,decreasing,True
Site_1276,avg_level,decreasing,True
Site_1276,min_level,decreasing,True
Site_1277,avg_level,decreasing,True
Site_1277,min_level,decreasing,True
Site_1278,avg_level,decreasing,True
Site_1278,min_level,decreasing,True
Site_1279,avg_level,decreasing,True
Site_1279,min_level,decreasing,True
Site_1280,avg_level,decreasing,True
Site_1280,min_level,decreasing,True
Site_1281,avg_level,decreasing,True
Site_1281,min_level,decreasing,True
Site_1282,avg_level,decreasing,True
Site_1282,min_level,decreasing,True
Site_1283,avg_level,decreasing,True
Site_1283,min_level,decreasing,True
Site_1284,avg_level,decreasing,True
Site_1284,min_level,decreasing,True
Site_1285,avg_level,decreasing,True
Site_1285,min_level,decreasing,True
Site_1286,avg_level,decreasing,True
Site_1286,min_level,decreasing,True
Site_1287,avg_level,decreasing,True
Site_1287,min_level,decreasing,True
Site_1288,avg_level,decreasing,True
Site_1288,min_level,decreasing,True
Site_1289,avg_level,decreasing,True
Site_1289,min_level,decreasing,True
Site_1290,avg_level,decreasing,True
Site_1290,min_level,decreasing,True
Site_1291,avg_level,decreasing,True
Site_1291,min_level,decreasing,True
Site_1292,avg_level,decreasing,True
Site_1292,min_level,decreasing,True
Site_1293,avg_level,decreasing,True
Site_1293,min_level,decreasing,True
Site_1294,avg_level,decreasing,True
Site_1294,min_level,decreasing,True
Site_1295,avg_level,decreasing,True
Site_1295,min_level,decreasing,True
Site_1296,avg_level,decreasing,True
Site_1296,min_level,decreasing,True
Site_1297,avg_level,decreasing,True
Site_1297,min_level,decreasing,True
Site_1298,avg_level,decreasing,True
Site_1298,min_level,decreasing,True
Site_1299,avg_level,decreasing,True
Site_1299,min_level,decreasing,True
Site_1300,avg_level,decreasing,True
Site_1300,min_level,decreasing,True
Site_1301,avg_level,decreasing,True
Site_1301,min_level,decreasing,True
Site_1302,avg_level,decreasing,True
Site_1302,min_level,decreasing,True
Site_1303,avg_level,decreasing,True
Site_1303,min_level,decreasing,True
Site_1304,avg_level,decreasing,True
Site_1304,min_level,decreasing,True
Site_1305,avg_level,decreasing,True
Site_1305,min_level,decreasing,True
Site_1306,avg_level,decreasing,True
Site_1306,min_level,decreasing,True
Site_1307,avg_level,decreasing,True
Site_1307,min_level,decreasing,True
Site_1308,avg_level,decreasing,True
Site_1308,min_level,decreasing,True
Site_1309,avg_level,decreasing,True
Site_1309,min_level,decreasing,True
Site_1310,avg_level,decreasing,True
Site_1310,min_level,decreasing,True
Site_1311,avg_level,decreasing,True
Site_1311,min_level,decreasing,True
Site_1312,avg_level,decreasing,True
Site_1312,min_level,decreasing,True
Site_1313,avg_level,decreasing,True
Site_1313,min_level,decreasing,True
Site_1314,avg_level,decreasing,True
Site_1314,min_level,decreasing,True
Site_1315,avg_level,decreasing,True
Site_1315,min_level,decreasing,True
Site_1316,avg_level,decreasing,True
Site_1316,min_level,decreasing,True
